Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
54566,Canadian Western Bank,,51.04742,-114.071251,"Calgary, Alberta, T2P 1T1",T2P,403-262-8700,403-262-4899,,Chartered commercial bank specialising in industrial needs and heavy equipment financing.  Member of :  Canadian Bankers Assoc.,13175,No,No,No,BRANCH,Canadian Western Bank,Canadian Western Bank,,,,,30,,,Banks & Credit Unions,522110,52,Financial Services
55076,Foothills Resource Services Inc,,51.04589844,-114.0802841,"Calgary, Alberta, T2P 2T3",T2P,403-266-5543,403-266-7401,www.foothillsresourceservices.com,,3950,Yes,Yes,Yes,HEADQUARTERS,Foothills Resource Services Inc,Foothills Resource Services Inc,,1.22553,12,,,,1960,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
55135,Clarity.ca Inc,,51.04665756,-114.0740814,"Calgary, Alberta, T2P 2T5",T2P,403-705-5900,403-313-9250,www.clarity.ca,,8869,No,Yes,No,SINGLE_LOCATION,,,,1.58598,20,,20,,1996,Information Technology Services,541511,54,"Marketing, Design, and Publishing"
55240,Suncor Energy Inc,,51.03369522,-113.7489853,"Calgary, Alberta, T2P 2V5",T2P,403-256-1493,,www.suncor.com,,1389,No,Yes,No,SINGLE_LOCATION,,,,,3,,3,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
55308,Summit Civils Limited Partnership,,51.04986,-114.071991,"Calgary, Alberta, T2P 2V6",T2P,403-263-9979,,,COMPANY PROFILE Summit Civils LP is a Fort Mackay aboriginal owned and operated company that specializes in Heavy Civil Construction providing services to the resource developemt industry. Our goal for every project is the same; provide high ...,1184,No,No,No,SINGLE_LOCATION,,,,0.0677646,1,,1,,,Staffing Services,561320,56,Local Commercial Services
55326,Conroy Ross Partners Limited,,51.04836273,-114.0655823,"Calgary, Alberta, T2P 2V7",T2P,403-261-8080,403-261-8085,www.conroyross.com,One of the largest executive search and management consulting  firms in Western Canada.,8654,No,No,No,HEADQUARTERS,Conroy Ross Partners,Conroy Ross Partners,,1.4418,20,,,,2004,Executive Search Services,561312,56,Business Services
55371,Ecoline Windows,,51.04836273,-114.0655823,"Calgary, Alberta, T2P 2V7",T2P,403-668-1447,,www.ecolinewindows.ca,Ecoline Windows is specializing in home renovation specifically window and door replacement.,1378,No,No,No,SINGLE_LOCATION,,,,0.339571,1,,1,,,Wholesale Sector,423310,42,Distribution and Electronic Commerce
55373,Exergy Solutions Inc,,51.04836273,-114.0655823,"Calgary, Alberta, T2P 2V7",T2P,403-700-9333,403-256-4577,www.exergysolutions.com,Exergy area of expertise is providing high value CAD (Computer Aided Design) services and other design services which includes as-building of drawings data sheets databases and maintenance of any critical asset information.,3294,No,Yes,No,SINGLE_LOCATION,,,,0.363262,5,,5,,,Information Technology Services,541512,54,"Marketing, Design, and Publishing"
55392,KPMG LLP,,51.04836273,-114.0655823,"Calgary, Alberta, T2P 2V7",T2P,403-691-8000,403-691-8008,,,48728,No,Yes,No,BRANCH,KPMG LLP,KPMG LLP,,,,,350,,,Accounting Services,541219,54,Local Commercial Services
55455,Formula Powell L.P.,,51.04662704,-114.0677261,"Calgary, Alberta, T2P 2W1",T2P,,,,Oilfield warehouse/transportation and hauling services.,2099,No,No,No,BRANCH,Mullen Group Ltd,Formula Powell L.P.,,,,,2,,,Truckload Carriers,484121,48,Transportation and Logistics
55502,NWP Industries LP,,51.04869461,-114.077713,"Calgary, Alberta, T2P 2X6",T2P,403-227-4100,,www.nwp.ca,NWP Industries Inc. manufactures new oilfield production equipment such as tanks line heaters separators and metering skids.  Such equipment is provided to large oil and companies in Canada and abroad.  NWP also provides surplus  asset ...,2142,No,Yes,Yes,BRANCH,TerraVest Capital Inc,NWP Industries LP,,,,,1,,,Fabricated Metal Product Manufacturing,332420,33,Construction Products and Services
55523,Cameron Canada Corporation,"Cameron Flow Control, Div of",51.04869461,-114.077713,"Calgary, Alberta, T2P 2X6",T2P,403-261-2800,403-262-5181,,Cooper Cameron Corporation is a leading international manufacturer of oil and gas pressure control equipment including valves wellheads chokes blowout preventers and assembled systems for oil and gas drilling production and transmission ...,10344,No,Yes,Yes,BRANCH,Cameron International Corporation,Cameron Canada Corporation,,,,,12,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
55535,NOV Enerflow ULC,Tuboscope Canada,51.04869461,-114.077713,"Calgary, Alberta, T2P 2X6",T2P,403-216-5000,403-263-8488,,WELL SERVICE EQUIPMENT PROVIDER  Enerflow Industries Inc. of Calgary Alberta Canada maintains its corporate standings as an innovative leading edge technology driven manufacturer proudly serving the foreign and domestic energy industries.   ...,7728,No,Yes,No,BRANCH,NOV Enerflow ULC,NOV Enerflow ULC,,,,,25,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
55557,MNP LLP,,51.04869461,-114.077713,"Calgary, Alberta, T2P 2X6",T2P,403-444-0150,403-444-0198,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,29773,No,No,No,HEADQUARTERS,MNP LLP,MNP LLP,,47.5794,1100,,80,,1940,Accounting Services,541219,54,Local Commercial Services
55649,Bow Valley College,Connexion Carriere,51.04773,-114.074531,"Calgary, Alberta, T2P 2Y5",T2P,403-355-1777,403-355-1823,www.bowvalleycollege.ca,For over thirty years Bow Valley College has worked with adults  engaged in learning as a life-expanding experience. In  partnership with our students and our community we have  developed flexible responsive and innovative methods addressing  ...,3294,No,Yes,No,BRANCH,Bow Valley College,Bow Valley College,,0.21468,,,5,,,Social Assistance,624310,62,Local Education and Training
55944,Flint Energy Services Ltd.,URS Flint,51.04878,-114.068001,"Calgary, Alberta, T2P 3C4",T2P,403-215-5499,403-346-2072,,,12002,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,50,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
56011,Baker Hughes Canada Company,Baker Oil Tools,51.044748,-114.070547,"Calgary, Alberta, T2P 3C5",T2P,403-537-3573,780-955-3581,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,25543,No,Yes,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,100,,,Chemical Wholesalers,424690,42,Distribution and Electronic Commerce
56334,Hitchner Exploration Services Limited,,51.0472,-114.080051,"Calgary, Alberta, T2P 3G2",T2P,403-266-5294,403-266-5381,www.hitchnerexplorationservices.com,Hitchner Exploration Services Limited provides oil and gas consulting services related to wireline log analysis petrophysical analysis rock to log comparisons oil and gas geological reservoir analysis as well as training related to wireline well ...,797,No,Yes,No,SINGLE_LOCATION,,,,0.102661,1,,1,,1983,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
56397,Di-Corp,,51.04801941,-114.0787277,"Calgary, Alberta, T2P 3G3",T2P,403-268-7917,,,Di-Corp is a leading distributor of specialty chemicals parts and accessories serving the energy mining and drilling industries.,1378,No,Yes,No,SINGLE_LOCATION,,,,0.244807,1,,1,,,Chemical Wholesalers,424690,42,Distribution and Electronic Commerce
56426,MNP LLP,,51.04898,-114.075571,"Calgary, Alberta, T2P 3G4",T2P,403-263-3385,403-269-8450,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,3294,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,5,,,Accounting Services,541211,54,"Local Real Estate, Construction, and Development"
56502,Athabasca University,Learning Centre Calgary,51.04734,-114.085521,"Calgary, Alberta, T2P 3G9",T2P,780-675-6335,780-675-6455,www.athabascau.ca,Athabasca University Canada’s Open University is one of the world’s foremost and fastest growing institutions specializing in online and distance education. Anyone 16 year of age or older is eligible to enroll regardless previous educational ...,5748,No,Yes,No,BRANCH,Athabasca University,Athabasca University,,,,,12,,,Colleges & Universities,611310,61,Education and Knowledge Creation
56526,Cameron Canada Corporation,Cameron Valves,51.04746628,-114.0682907,"Calgary, Alberta, T2P 3H2",T2P,403-290-0001,,,Cooper Cameron Corporation is a leading international manufacturer of oil and gas pressure control equipment including valves wellheads chokes blowout preventers and assembled systems for oil and gas drilling production and transmission ...,6824,No,Yes,No,BRANCH,Cameron International Corporation,Cameron Canada Corporation,,,,,22,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
56684,Dow Chemical Canada ULC,,51.04775,-114.067191,"Calgary, Alberta, T2P 3H7",T2P,403-265-4973,,www.dow.com,Large chemical manaufacture with operations in Alberta Ontario and Quebec.,2142,No,Yes,Yes,BRANCH,THE DOW CHEMICAL COMPANY,Dow Chemical Canada ULC,,,,,1,,,Chemical Manufacturing,325998,32,Downstream Chemical Products
56728,EnCana Corporation,,51.04489,-114.065271,"Calgary, Alberta, T2P 3H9",T2P,403-645-3333,403-645-2950,www.encana.ca,Large international oil company involved in exploration and oil and gas production.,2788,No,No,No,BRANCH,EnCana Corporation,EnCana Corporation,,,,,5,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
56843,Heemskirk Canada Limited,,51.04726,-114.081551,"Calgary, Alberta, T2P 3K7",T2P,403-261-3999,403-264-2959,www.heemskirkcanada.com,We are a Canadian Resource Company engaged in  the mining processing and marketing of industrial minerals.   The company markets silica in western North America under the name Mountain Minerals.,11302,No,Yes,No,HEADQUARTERS,HEEMSKIRK CONSOLIDATED LIMITED,HEEMSKIRK CONSOLIDATED LIMITED,,3.17196,40,,,,2005,Mining,213114,21,Oil and Gas Production and Transportation
57006,Sproule Associates Limited,,51.04957,-114.064561,"Calgary, Alberta, T2P 3N3",T2P,403-294-5500,403-294-5580,www.sproule.com,Sproule is a premier independent petroleum consulting firm with expertise in geology geophysics and petroleum engineering anchored by over 60 years of experience. We are widely recognized for our expertise and independence in providing clients ...,39999,No,Yes,No,HEADQUARTERS,Sproule Associates Limited,Sproule Associates Limited,,14.12964,114,,80,,1951,Engineering Services,541330,54,Business Services
57057,Nalco Champion,,51.04951096,-114.0646286,"Calgary, Alberta, T2P 3N4",T2P,403-234-7881,,,Champion Technologies provides specialty chemicals to the oil  and gas industry worldwide.  Champion Technologies is basic in  manufacturing and has proven research development and technical  teams.  Champion's sales service and technical ...,1098,No,No,No,SINGLE_LOCATION,,,,0.129762,1,,1,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
57217,Paradigm Solutions,,51.04725,-114.082051,"Calgary, Alberta, T2P 3N8",T2P,403-264-4442,403-264-4447,www.paradigmcanada.com,We are a Human Systems Consulting firm helping private and  public organizations create change.  Our focus is on implementing a culture of enthusiasm within your organization. Services include executive and managerial coaching  team ...,1335,No,Yes,No,SINGLE_LOCATION,,,,0.094764,1,,1,,,Business Services Sector,561110,56,Local Commercial Services
57289,McLennan Ross LLP,,51.04878,-114.068001,"Calgary, Alberta, T2P 3N9",T2P,403-543-9120,403-543-9150,www.mross.com,McLennan Ross is a well established law firm serving our clients' in the areas of: Commercial Litigation Construction Litigation Corporate Commercial Securities Energy Environmental & Regulatory Estates Trusts & Taxation Health Financial ...,15931,No,No,No,BRANCH,McLennan Ross LLP,McLennan Ross LLP,,,,,60,,,Legal Services,541110,54,Local Commercial Services
57299,Summit Tubulars Corporation,,51.04684,-114.069821,"Calgary, Alberta, T2P 3N9",T2P,403-232-6066,403-266-3911,www.summit-tubulars.com,A joint venture oil country tubular goods & pipe distribution company.  Inventorying & distributing 1' through 13 3/8' OCTG's with API & premium connections.  Also linepipe,8999,Yes,Yes,No,SINGLE_LOCATION,SUMITOMO CORPORATION,Sumitomo Canada Limited,,7.78572,19,,19,,1985,Steel Service Centers & Other Metal Wholesalers,423510,42,Distribution and Electronic Commerce
57459,Oak Point Energy Ltd.,,51.04716,-114.078241,"Calgary, Alberta, T2P 3P8",T2P,403-355-3575,,www.oakpointenergy.ca,Oak Point Energy Ltd. (Oak Point) is a privately held Canadian oil sands exploration and development company headquartered in Calgary Alberta.  Oak Point delivers value through a combination of high quality oil sands resources game changing ...,4887,No,Yes,No,SINGLE_LOCATION,,,,24.71761,,,,,2010,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
57730,Bantrel Co.,,51.04905,-114.078851,"Calgary, Alberta, T2P 3T2",T2P,780-462-5600,,www.bantrel.com,Bantrel provides quality innovative engineering  procurement and construction (EPC) services to the  energy industries.  Bantrel is one of Canada's largest EPCM  firms with extensive refining oilsands and petrochemical  experience.  We have ...,1184,No,Yes,No,BRANCH,"BECHTEL GROUP, INC.",Bantrel Co.,,,,,1,,,Engineering Services,541330,54,Business Services
57868,Gibson Energy Ulc,,51.0481,-114.078281,"Calgary, Alberta, T2P 3T7",T2P,403-508-6000,,,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,1345,No,No,No,SINGLE_LOCATION,,,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
58067,Portionality,,51.0483017,-114.0636368,"Calgary, Alberta, T2P 3Y6",T2P,403-585-3055,,www.portionality.ca,Portionality is a take-out food and catering company that focuses on extremely unique healthy low calorie low fat high fibre foods made from locally grown whole ingredients. Environmental offerings to ensure minimal waste produced.,1098,No,No,No,SINGLE_LOCATION,,,,0.0323777,1,,1,,,Catering Services ,722320,72,Local Hospitality Establishments
58103,Clark Builders,,51.04761887,-114.0649796,"Calgary, Alberta, T2P 3Y7",T2P,403-253-0565,403-255-2523,www.clarkbuilders.com,,19214,No,Yes,No,BRANCH,Clark Builders,Clark Builders,,,,,,,,Commercial & Heavy Construction Contractors,236220,23,"Local Real Estate, Construction, and Development"
58107,FourQuest Energy Inc,Fourquest,51.04761887,-114.0649796,"Calgary, Alberta, T2P 3Y7",T2P,403-538-2140,,www.fourquest.com,Oil Field Services Company providing specialised mechanical pre-commissioning commissioning services  on new projects and maintenance services for plant turnarounds and shutdowns,1001,No,Yes,No,BRANCH,FourQuest Energy Inc,FourQuest Energy Inc,,0.094764,,,1,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
58143,Weatherford Canada Partnership,,51.04761887,-114.0649796,"Calgary, Alberta, T2P 3Y7",T2P,403-693-7500,,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,5156,No,Yes,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,4,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
